Setup	Class	Attack	Avg (m)	Root Motion (m)	Attack Extension (m)	Estimated Startup (ms)	Estimated Startup (frames @ 30fps)	Speed to Active (m/s)	Min (m)	Max (m)	SD	Sample Size	Notes	Frame Data
Mohgwyn's Sacred Spear	Great Spear	2h Running R1	6.862	4.196	2.665	572	18	12	6.818	6.93	0.024	29	Weapons: 17010000	a037_032200
Mohgwyn's Sacred Spear	Great Spear	2h Running R2	10.443	7.757	2.686	536	17	19.48	10.375	10.56	0.059	13	Weapons: 17010000	a037_032210
Mohgwyn's Sacred Spear	Great Spear	2h Rolling R1	4.654	1.857	2.796	414	13	11.24	4.642	4.679	0.01	30	Weapons: 17010000	a037_032300
Mohgwyn's Sacred Spear	Great Spear	2h Charged R2 1	5.344	2.711	2.632	1506	46	3.55	5.336	5.391	0.016	10	Weapons: 17010000	a037_032500
Mohgwyn's Sacred Spear	Great Spear	2h R2 1 Release	5.385	2.046	3.339	948	29	5.68	5.381	5.393	0.004	11	Weapons: 17010000	a037_032505
Mohgwyn's Sacred Spear+Mohgwyn's Sacred Spear	Great Spear	Paired L1 1	5.776	3.073	2.703	714	22	8.09	5.747	5.79	0.017	4	Weapons: 17010000 17010000	a037_034000
Mohgwyn's Sacred Spear+Mohgwyn's Sacred Spear	Great Spear	Paired Running L1	10.689	8.387	2.302	632	19	16.91	10.673	10.705	0.016	2	Weapons: 17010000 17010000	a037_034200
Mohgwyn's Sacred Spear+Mohgwyn's Sacred Spear	Great Spear	Paired Crouch L1	4.105				1		4.085	4.117	0.009	19	Weapons: 17010000 17010000	a037_034310
Mohgwyn's Sacred Spear	Great Spear	Offhand L1 1	4.952	2.298	2.654	619	19	8	4.951	4.952	0.001	6	Weapons: 17010000	a037_035000
Siluria's Tree	Great Spear	1h R1 1	4.934	1.931	3.003	573	18	8.61	4.916	4.945	0.008	50	Weapons: 17020000	a037_030000
Siluria's Tree	Great Spear	1h R1 2	4.321	1.204	3.117	569	18	7.59	4.162	4.494	0.072	11	Weapons: 17020000	a037_030010
Siluria's Tree	Great Spear	1h Running R1	6.805	4.078	2.728	569	18	11.96	6.781	6.846	0.019	13	Weapons: 17020000	a037_030200
Siluria's Tree	Great Spear	1h Running R2	10.391	7.759	2.632	530	16	19.61	10.37	10.502	0.038	10	Weapons: 17020000	a037_030210
Siluria's Tree	Great Spear	1h Rolling R1	4.717	1.935	2.782	407	13	11.59	4.709	4.726	0.008	11	Weapons: 17020000	a037_030300
Siluria's Tree	Great Spear	1h Charged R2 1	5.228	2.607	2.621	1416	43	3.69	5.217	5.239	0.011	2	Weapons: 17020000	a205_030500
Siluria's Tree	Great Spear	1h R2 1 Release	4.048	1.964	2.084	853	26	4.75	4.012	4.102	0.044	5	Weapons: 17020000	a205_030505
Siluria's Tree	Great Spear	Shieldpoke	3.92	0.66	3.26	540	17	7.26	3.919	3.923	0.001	12	Weapons: 17020000	a037_030900
Siluria's Tree	Great Spear	2h R1 1	4.996	1.965	3.031	589	18	8.48	4.982	5.007	0.007	20	Weapons: 17020000	a037_032000
Siluria's Tree	Great Spear	2h R1 2	4.514				1		4.514	4.514	0	1	Weapons: 17020000	a037_032010
Siluria's Tree	Great Spear	2h Running R1	6.617	4.13	2.487	571	18	11.59	6.55	6.672	0.035	16	Weapons: 17020000	a037_032200
Siluria's Tree	Great Spear	2h Running R2	10.365	7.74	2.625	538	17	19.27	10.324	10.522	0.052	13	Weapons: 17020000	a037_032210
Siluria's Tree	Great Spear	2h Rolling R1	4.598	1.826	2.772	406	13	11.32	4.578	4.611	0.01	13	Weapons: 17020000	a037_032300
Siluria's Tree	Great Spear	2h Charged R2 1	5.103	2.614	2.488	1434	44	3.56	5.102	5.103	0	6	Weapons: 17020000	a205_032500
Siluria's Tree	Great Spear	2h R2 1 Release	4.132	2.127	2.005	890	27	4.64	4.085	4.178	0.046	6	Weapons: 17020000	a205_032505
Siluria's Tree+Siluria's Tree	Great Spear	Paired L1 1	5.712	3.073	2.639	710	22	8.05	5.697	5.735	0.016	4	Weapons: 17020000 17020000	a037_034000
Siluria's Tree+Siluria's Tree	Great Spear	Paired Running L1	10.675	8.409	2.265	648	20	16.47	10.659	10.691	0.016	2	Weapons: 17020000 17020000	a037_034200
Siluria's Tree+Siluria's Tree	Great Spear	Paired Crouch L1	4.058				1		4.011	4.11	0.019	19	Weapons: 17020000 17020000	a037_034310
Siluria's Tree	Great Spear	Offhand L1 1	4.908	2.301	2.607	618	19	7.94	4.905	4.92	0.005	6	Weapons: 17020000	a037_035000
Siluria's Tree	Great Spear	Siluria's Woe - Charged Launch	4.393	2.422	1.97	2124	64	2.07	4.385	4.4	0.005	4	Weapons: 17020000	a809_040000
Serpent-Hunter	Great Spear	1h R1 1	4.634	1.875	2.759	603	19	7.69	4.598	4.645	0.009	50	Weapons: 17030000	a207_030000
Serpent-Hunter	Great Spear	1h R1 2	4.162				1		4.162	4.162	0	1	Weapons: 17030000	a207_030010
Serpent-Hunter	Great Spear	1h Running R1	6.528	4.095	2.433	560	17	11.66	6.228	6.684	0.1	18	Weapons: 17030000	a207_030200
Serpent-Hunter	Great Spear	1h Running R2	10.107	7.753	2.354	536	17	18.86	10.043	10.229	0.048	19	Weapons: 17030000	a207_030210
Serpent-Hunter	Great Spear	1h Crouch R1	4.593	1.735	2.858	406	13	11.31	4.582	4.616	0.008	19	Weapons: 17030000	a207_030310
Serpent-Hunter	Great Spear	1h Charged R2 1	4.908	2.868	2.04	1454	44	3.38	4.886	4.926	0.01	8	Weapons: 17030000	a207_030500
Serpent-Hunter	Great Spear	1h R2 1 Release	3.763	1.568	2.195	887	27	4.24	3.669	3.815	0.053	9	Weapons: 17030000	a207_030505
Serpent-Hunter	Great Spear	Shieldpoke	3.612	0.663	2.95	535	17	6.75	3.609	3.614	0.002	11	Weapons: 17030000	a207_030900
Serpent-Hunter	Great Spear	a207_031050	5.201	3.276	1.925	168	6	30.96	5.201	5.201	0	1	Weapons: 17030000	a207_031050
Serpent-Hunter	Great Spear	1h Jumping R1 Landing	3.696	1.445	2.251	164	5	22.54	3.435	3.88	0.175	6	Weapons: 17030000	a207_031070
Serpent-Hunter	Great Spear	2h R1 1	4.694	2.386	2.308	566	17	8.29	4.668	4.708	0.01	35	Weapons: 17030000	a207_032000
Serpent-Hunter	Great Spear	2h R1 2	4.055				1		3.855	4.219	0.08	15	Weapons: 17030000	a207_032010
Serpent-Hunter	Great Spear	2h Running R1	6.341	4.14	2.201	558	17	11.36	6.222	6.505	0.084	25	Weapons: 17030000	a207_032200
Serpent-Hunter	Great Spear	2h Running R2	10.097	7.759	2.338	540	17	18.7	10.018	10.237	0.077	13	Weapons: 17030000	a207_032210
Serpent-Hunter	Great Spear	2h Crouch R1	4.844	2.095	2.749	404	13	11.99	4.73	4.881	0.033	77	Weapons: 17030000	a207_032310
Serpent-Hunter	Great Spear	2h Backstep R1	5.266				1		5.251	5.289	0.012	9	Weapons: 17030000	a207_032400
Serpent-Hunter	Great Spear	2h Charged R2 1	4.806	2.909	1.897	1452	44	3.31	4.806	4.806	0	4	Weapons: 17030000	a207_032500
Serpent-Hunter	Great Spear	2h R2 1 Release	3.825	2.104	1.721	910	28	4.2	3.787	3.88	0.045	5	Weapons: 17030000	a207_032505
Serpent-Hunter	Great Spear	2h Jumping R1 Landing	3.29	0.917	2.373	177	6	18.59	2.897	3.491	0.213	5	Weapons: 17030000	a207_033070
Serpent-Hunter+Siluria's Tree	Great Spear	Paired L1 1	5.643	3.072	2.57	704	22	8.01	5.642	5.643	0	2	Weapons: 17030000 17020000	a207_034000
Serpent-Hunter+Serpent-Hunter	Great Spear	Paired L1 1	5.406	3.07	2.336	705	22	7.67	5.39	5.427	0.015	5	Weapons: 17030000 17030000	a207_034000
Serpent-Hunter+Siluria's Tree	Great Spear	Paired Running L1	10.662	8.401	2.261	632	19	16.87	10.662	10.662	0	1	Weapons: 17030000 17020000	a207_034200
Serpent-Hunter+Serpent-Hunter	Great Spear	Paired Running L1	10.362	8.391	1.971	631	19	16.42	10.339	10.381	0.018	3	Weapons: 17030000 17030000	a207_034200
Serpent-Hunter+Serpent-Hunter	Great Spear	Paired Crouch L1	3.765				1		3.749	3.857	0.023	20	Weapons: 17030000 17030000	a207_034310
Serpent-Hunter+Siluria's Tree	Great Spear	Paired Crouch L1	4.304	1.71	2.593	416	13	10.35	4.304	4.304	0	1	Weapons: 17030000 17020000	a207_034310
Serpent-Hunter	Great Spear	Offhand L1 1	4.603	2.298	2.304	609	19	7.56	4.603	4.603	0	6	Weapons: 17030000	a207_035000
Serpent-Hunter	Great Spear	Great Serpent Hunt - Thrust	4.114	1.113	3.002	2533	76	1.62	4.113	4.117	0.002	3	Weapons: 17030000	a788_040000
Serpent-Hunter	Great Spear	Great Serpent Hunt - Upward Thrust	3.585	1.936	1.649	2533	76	1.42	3.55	3.607	0.025	3	Weapons: 17030000	a788_040010
Vyke's War Spear	Great Spear	1h R1 1	4.631	1.9	2.731	603	19	7.68	4.552	4.715	0.021	44	Weapons: 17050000	a037_030000
Vyke's War Spear	Great Spear	1h R1 2	4.159				1		4.159	4.159	0	1	Weapons: 17050000	a037_030010
Vyke's War Spear	Great Spear	1h Running R1	6.598	4.099	2.499	558	17	11.82	6.49	6.729	0.088	13	Weapons: 17050000	a037_030200
Vyke's War Spear	Great Spear	1h Running R2	10.105	7.776	2.329	475	15	21.27	10.06	10.212	0.047	9	Weapons: 17050000	a037_030210
Vyke's War Spear	Great Spear	1h Rolling R1	4.419	1.918	2.501	407	13	10.86	4.402	4.449	0.017	13	Weapons: 17050000	a037_030300
Vyke's War Spear	Great Spear	1h Charged R2 1	4.903	2.593	2.31	1400	43	3.5	4.902	4.903	0	2	Weapons: 17050000	a205_030500
Vyke's War Spear	Great Spear	1h R2 1 Release	3.746	1.962	1.784	857	26	4.37	3.71	3.801	0.045	5	Weapons: 17050000	a205_030505
Vyke's War Spear	Great Spear	Shieldpoke	3.61	0.663	2.947	541	17	6.67	3.607	3.61	0.001	9	Weapons: 17050000	a037_030900
Vyke's War Spear	Great Spear	2h R1 1	4.693	2.391	2.302	574	18	8.18	4.665	4.712	0.01	15	Weapons: 17050000	a037_032000
Vyke's War Spear	Great Spear	2h R1 2	5.547				1		5.547	5.547	0	1	Weapons: 17050000	a037_032010
Vyke's War Spear	Great Spear	2h Running R1	6.32	4.122	2.198	517	16	12.22	6.276	6.351	0.019	13	Weapons: 17050000	a037_032200
Vyke's War Spear	Great Spear	2h Running R2	10.064	7.741	2.323	538	17	18.71	10.015	10.164	0.042	13	Weapons: 17050000	a037_032210
Vyke's War Spear	Great Spear	2h Rolling R1	4.293	1.857	2.437	402	13	10.68	4.287	4.313	0.009	10	Weapons: 17050000	a037_032300
Vyke's War Spear	Great Spear	2h Charged R2 1	4.78	2.622	2.159	1437	44	3.33	4.722	4.799	0.029	6	Weapons: 17050000	a205_032500
Vyke's War Spear	Great Spear	2h R2 1 Release	3.828	2.128	1.7	893	27	4.29	3.781	3.875	0.046	6	Weapons: 17050000	a205_032505
Vyke's War Spear+Vyke's War Spear	Great Spear	Paired L1 1	5.392	3.073	2.319	708	22	7.62	5.387	5.424	0.012	8	Weapons: 17050000 17050000	a037_034000
Vyke's War Spear+Vyke's War Spear	Great Spear	Paired Running L1	10.357	8.383	1.974	640	20	16.18	10.336	10.381	0.018	4	Weapons: 17050000 17050000	a037_034200
Vyke's War Spear+Vyke's War Spear	Great Spear	Paired Crouch L1	3.761				1		3.743	3.77	0.008	18	Weapons: 17050000 17050000	a037_034310
Vyke's War Spear	Great Spear	Offhand L1 1	4.6	2.298	2.302	603	19	7.63	4.599	4.6	0	7	Weapons: 17050000	a037_035000
Vyke's War Spear	Great Spear	Frenzyflame Thrust	6.443	4.94	1.503	712	22	9.05	6.427	6.48	0.022	4	Weapons: 17050000	a850_040000
Lance	Great Spear	1h R1 1	4.799	1.852	2.947	607	19	7.91	4.768	4.81	0.009	46	Weapons: 17060000	a037_030000
Lance	Great Spear	1h R1 2	4.33				1		4.33	4.33	0	1	Weapons: 17060000	a037_030010
Lance	Great Spear	1h Running R1	6.663	4.1	2.563	572	18	11.65	6.632	6.702	0.026	14	Weapons: 17060000	a037_030200
Lance	Great Spear	1h Running R2	10.262	7.735	2.527	539	17	19.04	10.231	10.408	0.05	11	Weapons: 17060000	a037_030210
Lance	Great Spear	1h Rolling R1	4.583	1.931	2.652	407	13	11.26	4.57	4.62	0.013	14	Weapons: 17060000	a037_030300
Lance	Great Spear	1h Charged R2 1	5.245	2.582	2.664	1623	49	3.23	5.239	5.279	0.013	8	Weapons: 17060000	a037_030500
Lance	Great Spear	1h R2 1 Release	5.28	2.145	3.134	945	29	5.59	5.27	5.29	0.008	6	Weapons: 17060000	a037_030505
Lance	Great Spear	Shieldpoke	3.781	0.663	3.118	539	17	7.01	3.778	3.781	0.001	10	Weapons: 17060000	a037_030900
Lance	Great Spear	2h R1 1	4.859	1.939	2.92	601	19	8.08	4.832	4.877	0.009	51	Weapons: 17060000	a037_032000
Lance	Great Spear	2h R1 2	4.21	1.62	2.589	593	18	7.1	4.209	4.213	0.001	16	Weapons: 17060000	a037_032010
Lance	Great Spear	2h Running R1	6.657	4.209	2.448	572	18	11.64	6.603	6.732	0.031	13	Weapons: 17060000	a037_032200
Lance	Great Spear	2h Running R2	10.25	7.792	2.458	532	16	19.27	10.204	10.36	0.055	10	Weapons: 17060000	a037_032210
Lance	Great Spear	2h Rolling R1	4.106	1.822	2.284	300	10	13.69	4.022	4.219	0.09	15	Weapons: 17060000	a037_032300
Lance	Great Spear	2h Charged R2 1	5.149	2.711	2.437	1668	51	3.09	5.148	5.15	0	14	Weapons: 17060000	a037_032500
Lance	Great Spear	2h R2 1 Release	5.197	2.034	3.163	950	29	5.47	5.185	5.217	0.009	26	Weapons: 17060000	a037_032505
Lance+Lance	Great Spear	Paired L1 1	5.579	3.071	2.508	712	22	7.84	5.558	5.595	0.016	5	Weapons: 17060000 17060000	a037_034000
Lance+Lance	Great Spear	Paired Running L1	10.528	8.398	2.13	640	20	16.45	10.514	10.542	0.014	2	Weapons: 17060000 17060000	a037_034200
Lance+Lance	Great Spear	Paired Crouch L1	3.927				1		3.904	4.011	0.021	21	Weapons: 17060000 17060000	a037_034310
Lance	Great Spear	Offhand L1 1	4.766	2.302	2.465	604	19	7.89	4.75	4.786	0.006	20	Weapons: 17060000	a037_035000
Lance	Great Spear	Charge Forth - Charge	11.057	7.879	3.178	904	28	12.23	11.051	11.07	0.008	4	Weapons: 17060000	a605_040000
Treespear	Great Spear	1h R1 1	4.908	1.881	3.027	601	19	8.17	4.861	4.921	0.009	52	Weapons: 17070000	a037_030000
Treespear	Great Spear	1h R1 2	4.448				1		4.448	4.448	0	1	Weapons: 17070000	a037_030010
Treespear	Great Spear	1h Running R1	6.776	4.104	2.672	572	18	11.85	6.739	6.825	0.023	19	Weapons: 17070000	a037_030200
Treespear	Great Spear	1h Running R2	10.389	7.768	2.621	540	17	19.24	10.345	10.5	0.047	9	Weapons: 17070000	a037_030210
Treespear	Great Spear	1h Rolling R1	4.694	1.925	2.769	370	12	12.69	4.682	4.719	0.013	10	Weapons: 17070000	a037_030300
Treespear	Great Spear	1h Charged R2 1	6.867	3.966	2.901	1080	33	6.36	6.867	6.867	0	2	Weapons: 17070000	a206_030500
Treespear	Great Spear	1h R2 1 Release	6.055	3.127	2.927	876	27	6.91	6.044	6.072	0.013	5	Weapons: 17070000	a206_030505
Treespear	Great Spear	Shieldpoke	3.896	0.665	3.23	532	16	7.32	3.892	3.905	0.004	7	Weapons: 17070000	a037_030900
Treespear	Great Spear	2h R1 1	4.971	1.968	3.003	606	19	8.2	4.955	4.983	0.006	16	Weapons: 17070000	a037_032000
Treespear	Great Spear	2h R1 2	4.488				1		4.488	4.488	0	1	Weapons: 17070000	a037_032010
Treespear	Great Spear	2h Running R1	6.752	4.205	2.547	570	18	11.85	6.665	6.795	0.039	29	Weapons: 17070000	a037_032200
Treespear	Great Spear	2h Running R2	10.371	7.747	2.625	542	17	19.14	10.281	10.497	0.068	19	Weapons: 17070000	a037_032210
Treespear	Great Spear	2h Rolling R1	4.573	1.854	2.719	412	13	11.1	4.568	4.594	0.009	10	Weapons: 17070000	a037_032300
Treespear	Great Spear	2h Charged R2 1	6.344	3.097	3.248	1206	37	5.26	6.332	6.353	0.005	16	Weapons: 17070000	a206_032500
Treespear	Great Spear	2h R2 1 Release	6.129	3.096	3.033	842	26	7.28	6.106	6.138	0.01	18	Weapons: 17070000	a206_032505
Treespear+Treespear	Great Spear	Paired L1 1	5.685	3.076	2.609	704	22	8.08	5.671	5.698	0.013	4	Weapons: 17070000 17070000	a037_034000
Treespear+Treespear	Great Spear	Paired Running L1	10.626	8.387	2.238	632	19	16.81	10.603	10.649	0.023	2	Weapons: 17070000 17070000	a037_034200
Treespear+Treespear	Great Spear	Paired Crouch L1	4.034				1		4.019	4.042	0.007	18	Weapons: 17070000 17070000	a037_034310
Treespear	Great Spear	Offhand L1 1	4.877	2.298	2.579	613	19	7.96	4.865	4.881	0.003	21	Weapons: 17070000	a037_035000
Spear of the Impaler	Great Spear	1h R1 1	5.204	1.883	3.321	599	18	8.69	5.198	5.214	0.007	8	Weapons: 17500000	a037_030000
Spear of the Impaler	Great Spear	1h Running R1	6.922	4.096	2.826	576	18	12.02	6.905	6.939	0.017	2	Weapons: 17500000	a037_030200
Spear of the Impaler	Great Spear	1h Rolling R1	4.985	31.088		408	13		4.976	4.994	0.008	9	Weapons: 17500000	a037_030300
Spear of the Impaler	Great Spear	2h R1 1	5.268	1.958	3.309	607	19	8.68	5.257	5.276	0.007	17	Weapons: 17500000	a037_032000
Spear of the Impaler	Great Spear	2h Running R1	6.814	31.251		564	17		6.812	6.817	0.002	2	Weapons: 17500000	a037_032200
Spear of the Impaler	Great Spear	2h Rolling R1	4.874	1.846	3.028	393	12	12.4	4.863	4.881	0.008	6	Weapons: 17500000	a037_032300
Spear of the Impaler	Great Spear	a920_040000	6.445	4.866	1.579	581	18	11.09	6.427	6.456	0.009	6	Weapons: 17500000	a920_040000
Spear of the Impaler	Great Spear	a920_040010	9.076	6.729	2.347	502	16	18.08	9.016	9.114	0.036	4	Weapons: 17500000	a920_040010
Spear of the Impaler	Great Spear	a920_040020	6.53	39.336		281	9		6.449	6.651	0.099	5	Weapons: 17500000	a920_040020
Messmer Soldier's Spear	Great Spear	1h R1 1	4.791	2.295	2.497	602	19	7.96	4.786	4.802	0.007	15	Weapons: 17510000	a037_030000
Messmer Soldier's Spear	Great Spear	1h Running R1	6.495	31.076		573	18		6.489	6.506	0.008	3	Weapons: 17510000	a037_030200
Messmer Soldier's Spear	Great Spear	1h Running R2	10.342	7.86	2.482	483	15	21.41	10.223	10.399	0.064	9	Weapons: 17510000	a037_030210
Messmer Soldier's Spear	Great Spear	1h Rolling R1	4.572	1.917	2.656	393	12	11.63	4.561	4.581	0.008	11	Weapons: 17510000	a037_030300
Messmer Soldier's Spear	Great Spear	1h Charged R2 1	6.765	4.224	2.541	1274	39	5.31	6.746	6.792	0.019	3	Weapons: 17510000	a206_030500
Messmer Soldier's Spear	Great Spear	1h R2 1 Release	5.949	2.826	3.124	795	24	7.48	5.948	5.952	0.002	15	Weapons: 17510000	a206_030505
Messmer Soldier's Spear	Great Spear	2h R1 1	4.855	1.969	2.886	603	19	8.05	4.848	4.864	0.007	14	Weapons: 17510000	a037_032000
Messmer Soldier's Spear	Great Spear	2h Running R1	6.558	4.154	2.404	482	15	13.61	6.443	6.698	0.09	6	Weapons: 17510000	a037_032200
Messmer Soldier's Spear	Great Spear	2h Running R2	10.354	7.877	2.477	538	17	19.25	10.198	10.455	0.07	9	Weapons: 17510000	a037_032210
Messmer Soldier's Spear	Great Spear	2h Rolling R1	4.464	29.611		329	10		4.448	4.478	0.007	9	Weapons: 17510000	a037_032300
Messmer Soldier's Spear	Great Spear	2h Charged R2 1	6.225	28.865		1152	35		6.224	6.225	0.001	2	Weapons: 17510000	a206_032500
Messmer Soldier's Spear	Great Spear	2h R2 1 Release	6.014	3.206	2.808	560	17	10.74	6.01	6.018	0.004	2	Weapons: 17510000	a206_032505
Barbed Staff-Spear	Great Spear	1h R1 1	4.793	1.891	2.902	600	19	7.99	4.786	4.821	0.011	14	Weapons: 17520000	a037_030000
Barbed Staff-Spear	Great Spear	1h Running R1	6.506	4.087	2.419	573	18	11.35	6.489	6.524	0.014	3	Weapons: 17520000	a037_030200
Barbed Staff-Spear	Great Spear	1h Running R2	10.366	7.835	2.531	483	15	21.46	10.322	10.406	0.031	10	Weapons: 17520000	a037_030210
Barbed Staff-Spear	Great Spear	1h Rolling R1	4.569	1.906	2.664	404	13	11.31	4.562	4.578	0.008	7	Weapons: 17520000	a037_030300
Barbed Staff-Spear	Great Spear	1h Charged R2 1	5.066	2.868	2.198	1416	43	3.58	5.066	5.066	0	3	Weapons: 17520000	a205_030500
Barbed Staff-Spear	Great Spear	1h R2 1 Release	3.96	2.006	1.954	661	20	5.99	3.96	3.961	0	3	Weapons: 17520000	a205_030505
Barbed Staff-Spear	Great Spear	2h R1 1	4.85	1.969	2.882	583	18	8.32	4.846	4.864	0.004	15	Weapons: 17520000	a037_032000
Barbed Staff-Spear	Great Spear	2h Running R1	6.697	4.245	2.451	550	17	12.18	6.656	6.73	0.029	13	Weapons: 17520000	a037_032200
Barbed Staff-Spear	Great Spear	2h Running R2	10.327	7.857	2.47	451	14	22.9	10.284	10.348	0.023	7	Weapons: 17520000	a037_032210
Barbed Staff-Spear	Great Spear	2h Rolling R1	4.452	1.846	2.606	408	13	10.91	4.426	4.475	0.014	8	Weapons: 17520000	a037_032300
Barbed Staff-Spear	Great Spear	2h Charged R2 1	4.959	2.612	2.347	1336	41	3.71	4.953	4.96	0.002	10	Weapons: 17520000	a205_032500
Barbed Staff-Spear	Great Spear	2h R2 1 Release	4.04	2.152	1.887	780	24	5.18	4.035	4.059	0.01	5	Weapons: 17520000	a205_032505
Halberd	Halberd	1h R1 1	4.926	2.403	2.523	538	17	9.16	4.899	4.962	0.028	62	Weapons: 18000000	a210_030000
Halberd	Halberd	1h Running R1	6.389	3.513	2.876	509	16	12.55	6.222	6.496	0.087	38	Weapons: 18000000	a038_030200
Halberd	Halberd	1h Running R2	6.579	4.235	2.344	600	19	10.97	6.43	6.716	0.095	27	Weapons: 18000000	a038_030210
Halberd	Halberd	1h Rolling R1	4.846	2.959	1.887	500	16	9.69	4.836	4.854	0.006	12	Weapons: 18000000	a038_030300
Halberd	Halberd	1h Charged R2 1	4.745	2.467	2.277	1612	49	2.94	4.739	4.757	0.005	8	Weapons: 18000000	a038_030500
Halberd	Halberd	1h R2 1 Release	4.517	2.308	2.208	956	29	4.72	4.515	4.525	0.004	6	Weapons: 18000000	a038_030505
Halberd	Halberd	2h R1 1	4.918	2.34	2.577	572	18	8.6	4.905	4.947	0.018	18	Weapons: 18000000	a210_032000
Halberd	Halberd	2h Running R1	6.214	2.99	3.224	540	17	11.51	6.183	6.236	0.017	11	Weapons: 18000000	a038_032200
Halberd	Halberd	2h Running R2	6.409	4.139	2.27	603	19	10.63	6.381	6.43	0.014	14	Weapons: 18000000	a038_032210
Halberd	Halberd	2h Rolling R1	4.648	2.982	1.666	505	16	9.2	4.643	4.65	0.003	11	Weapons: 18000000	a038_032300
Halberd	Halberd	2h Charged R2 1	6.384	4.144	2.24	1587	48	4.02	6.376	6.391	0.004	7	Weapons: 18000000	a038_032500
Halberd	Halberd	2h R2 1 Release	4.361	2.093	2.268	1072	33	4.07	4.359	4.363	0.002	5	Weapons: 18000000	a038_032505
Halberd+Halberd	Halberd	Paired L1 1	5.767	2.96	2.806	771	24	7.48	5.764	5.767	0.001	5	Weapons: 18000000 18000000	a038_034000
Halberd+Halberd	Halberd	Paired Running L1	9.342	6.608	2.734	736	23	12.69	9.332	9.352	0.01	2	Weapons: 18000000 18000000	a038_034200
Halberd+Halberd	Halberd	Paired Rolling L1	5.401	2.542	2.859	535	17	10.1	5.401	5.401	0	2	Weapons: 18000000 18000000	a038_034300
Halberd	Halberd	Offhand L1 1	4.909	1.953	2.957	567	18	8.66	4.875	4.946	0.017	23	Weapons: 18000000	a210_035000
Halberd	Halberd	Charge Forth - Charge	10.436	7.88	2.556	901	28	11.58	10.424	10.444	0.009	3	Weapons: 18000000	a605_040000
Pest's Glaive	Halberd	1h R1 1	4.213	1.298	2.915	637	20	6.61	4.208	4.214	0.001	20	Weapons: 18010000	a038_030000
Pest's Glaive	Halberd	1h Running R1	6.216	3.523	2.693	502	16	12.38	6.193	6.269	0.023	9	Weapons: 18010000	a038_030200
Pest's Glaive	Halberd	1h Running R2	6.441	4.224	2.217	597	18	10.79	6.419	6.468	0.016	9	Weapons: 18010000	a038_030210
Pest's Glaive	Halberd	1h Rolling R1	4.794	2.579	2.215	502	16	9.55	4.779	4.802	0.006	13	Weapons: 18010000	a038_030300
Pest's Glaive	Halberd	1h Charged R2 1	4.684	2.289	2.395	1600	49	2.93	4.683	4.685	0.001	5	Weapons: 18010000	a038_030500
Pest's Glaive	Halberd	1h R2 1 Release	4.473	2.308	2.165	968	30	4.62	4.472	4.477	0.002	5	Weapons: 18010000	a038_030505
Pest's Glaive	Halberd	2h R1 1	4.532	1.807	2.725	609	19	7.44	4.5	4.535	0.009	15	Weapons: 18010000	a038_032000
Pest's Glaive	Halberd	2h Running R1	6.179	2.997	3.182	529	16	11.68	6.149	6.216	0.023	12	Weapons: 18010000	a038_032200
Pest's Glaive	Halberd	2h Running R2	6.379	4.124	2.254	599	18	10.65	6.361	6.399	0.011	12	Weapons: 18010000	a038_032210
Pest's Glaive	Halberd	2h Rolling R1	4.627	2.576	2.052	505	16	9.16	4.585	4.635	0.014	10	Weapons: 18010000	a038_032300
Pest's Glaive	Halberd	2h Charged R2 1	6.35	4.1	2.25	1505	46	4.22	6.329	6.356	0.01	6	Weapons: 18010000	a038_032500
Pest's Glaive	Halberd	2h R2 1 Release	4.323	2.102	2.221	1018	31	4.25	4.322	4.326	0.002	6	Weapons: 18010000	a038_032505
Pest's Glaive+Pest's Glaive	Halberd	Paired L1 1	5.72	2.927	2.793	767	24	7.46	5.719	5.72	0	4	Weapons: 18010000 18010000	a038_034000
Pest's Glaive+Pest's Glaive	Halberd	Paired Running L1	9.347	6.649	2.698	764	23	12.23	9.329	9.365	0.018	2	Weapons: 18010000 18010000	a038_034200
Pest's Glaive+Pest's Glaive	Halberd	Paired Rolling L1	5.384	2.54	2.844	544	17	9.9	5.383	5.385	0.001	2	Weapons: 18010000 18010000	a038_034300
Pest's Glaive	Halberd	Offhand L1 1	4.189	1.324	2.865	640	20	6.55	4.169	4.193	0.009	6	Weapons: 18010000	a038_035000
Pest's Glaive	Halberd	Spinning Slash - Lightning Spin (Spinning Slash Polearm), Spinning Slash - Polearm Spin	5.28	2.153	3.126	952	29	5.55	5.28	5.28	0	3	Weapons: 18010000	a603_040300
